Ticker,Industry
SBFM,Drug Manufacturers—Specialty & Generic
AA,Aluminum
CTVA,Agricultural Inputs
HTZ,Rental & Leasing Services
UDMY,Education & Training Services
ARTNA,Utilities—Regulated Water
HCM,Drug Manufacturers—Specialty & Generic
CELZ,Biotechnology
REFI,REIT—Mortgage
AUGX,Health Information Services
VINP,Asset Management
PAC,Airports & Air Services
KO,Beverages—Non-Alcoholic
NODK,Insurance—Property & Casualty
HONE,Banks—Regional
CMA,Banks—Regional
AVAL,Banks—Regional
COMM,Communication Equipment
OC,Building Products & Equipment
AYI,Electrical Equipment & Parts
CPT,REIT—Residential
DKL,Oil & Gas Refining & Marketing
ILAG,Building Products & Equipment
LGO,Other Industrial Metals & Mining
BFAC,Shell Companies
AIB,Shell Companies
AVPT,Software—Infrastructure
MDXH,Diagnostics & Research
SHC,Diagnostics & Research
BWFG,Banks—Regional
APLD,Information Technology Services
CTRE,REIT—Healthcare Facilities
EGHT,Software—Application
CJJD,Pharmaceutical Retailers
LZM,Other Industrial Metals & Mining
CSTE,Building Products & Equipment
HA,Airlines
CAN,Computer Hardware
MOB,Communication Equipment
ESQ,Banks—Regional
TMCI,Medical Devices
SPEC,Pollution & Treatment Controls
PSTL,REIT—Office
CAL,Apparel Retail
EVRG,Utilities—Regulated Electric
KTRA,Biotechnology
BBAI,Information Technology Services
STX,Computer Hardware
ABIO,Biotechnology
IVDA,Security & Protection Services
ACRV,Biotechnology
DGHI,Software—Application
CADL,Biotechnology
IAC,Internet Content & Information
SO,Utilities—Regulated Electric
BIGC,Software—Application
EE,Oil & Gas Midstream
UVE,Insurance—Property & Casualty
SIM,Steel
PPSI,Electrical Equipment & Parts
ATI,Metal Fabrication
PMN,Biotechnology
ST,Scientific & Technical Instruments
RDI,Entertainment
XTLB,Biotechnology
CSCO,Communication Equipment
PAX,Asset Management
ZVRA,Biotechnology
KROS,Biotechnology
EXAS,Diagnostics & Research
ELDN,Biotechnology
FUNC,Banks—Regional
ALEX,REIT—Retail
OBLG,Software—Application
SBT,Banks—Regional
PII,Recreational Vehicles
ELAB,Biotechnology
SHLS,Solar
FRST,Banks—Regional
THCH,Restaurants
XBIT,Biotechnology
GSUN,Education & Training Services
NEOG,Diagnostics & Research
FDBC,Banks—Regional
RELL,Electronic Components
OVBC,Banks—Regional
XEL,Utilities—Regulated Electric
CCCC,Biotechnology
KFY,Staffing & Employment Services
CADE,Banks—Regional
AEYE,Software—Application
ALZN,Biotechnology
AKTS,Communication Equipment
BNTC,Biotechnology
GLAD,Asset Management
OII,Oil & Gas Equipment & Services
MXL,Semiconductors
AEI,Real Estate—Development
RNST,Banks—Regional
LITB,Internet Retail
WB,Internet Content & Information
INDV,Drug Manufacturers—Specialty & Generic
EGO,Gold
SFST,Banks—Regional
PLAO,Shell Companies
WRNT,Software—Application
NAPA,Beverages—Wineries & Distilleries
KT,Telecom Services
OMC,Advertising Agencies
ABVC,Biotechnology
NETD,Shell Companies
HIPO,Insurance—Specialty
SLE,Internet Content & Information
ASH,Specialty Chemicals
CW,Aerospace & Defense
INHD,Steel
NUVL,Biotechnology
CVS,Healthcare Plans
ONMD,Health Information Services
ACEL,Gambling
PAGP,Oil & Gas Midstream
CCNE,Banks—Regional
RELY,Software—Infrastructure
HLF,Packaged Foods
VYX,Information Technology Services
RMGC,Unknown
RNXT,Biotechnology
GNSS,Scientific & Technical Instruments
RACE,Auto Manufacturers
CRNX,Biotechnology
CFFN,Banks—Regional
KIQ,Unknown
AMAM,Unknown
NAK,Other Industrial Metals & Mining
U,Software—Application
EXPE,Travel Services
SVC,REIT—Hotel & Motel
STNG,Oil & Gas Midstream
MYTE,Luxury Goods
RFL,Real Estate Services
GERN,Biotechnology
CLFD,Communication Equipment
ESP,Electrical Equipment & Parts
STC,Insurance—Property & Casualty
PPBI,Banks—Regional
CELC,Biotechnology
VLN,Semiconductors
PODD,Medical Devices
VRA,Footwear & Accessories
GETR,Software—Application
CBAN,Banks—Regional
FC,Education & Training Services
FARM,Packaged Foods
CDAQ,Shell Companies
ISRG,Medical Instruments & Supplies
CATO,Apparel Retail
NVGS,Oil & Gas Midstream
FTS,Utilities—Regulated Electric
ENTX,Biotechnology
EDRY,Marine Shipping
NMTC,Medical Devices
SYNX,Communication Equipment
AVRO,Biotechnology
NCL,"Furnishings, Fixtures & Appliances"
BIIB,Drug Manufacturers—General
HPQ,Computer Hardware
HBCP,Banks—Regional
DTIL,Biotechnology
IFS,Banks—Regional
BODY,Unknown
CMCA,Shell Companies
FSTR,Railroads
RGP,Consulting Services
BLAC,Shell Companies
VSTE,Unknown
TAL,Education & Training Services
CRIS,Biotechnology
PKE,Aerospace & Defense
SCX,Tools & Accessories
CVLT,Software—Application
CARA,Biotechnology
MI,Internet Retail
REI,Oil & Gas E&P
UPXI,Internet Content & Information
PGSS,Unknown
GGE,Unknown
RLMD,Biotechnology
GIGM,Electronic Gaming & Multimedia
ASPN,Building Products & Equipment
VLO,Oil & Gas Refining & Marketing
PERI,Internet Content & Information
BBAR,Banks—Regional
ESNT,Insurance—Specialty
BEAM,Biotechnology
CPG,Oil & Gas E&P
FLNT,Advertising Agencies
A,Diagnostics & Research
MYRG,Engineering & Construction
VRAR,Software—Infrastructure
GRNT,Oil & Gas E&P
SBSW,Other Precious Metals & Mining
GLRE,Insurance—Reinsurance
VIAO,Unknown
ATXI,Biotechnology
PLBY,Leisure
VRPX,Biotechnology
FSR,Unknown
BPMC,Biotechnology
NEGG,Internet Retail
FBIZ,Banks—Regional
BTMD,Medical Care Facilities
TWO,REIT—Mortgage
CCEP,Beverages—Non-Alcoholic
SMMT,Biotechnology
FOX,Entertainment
OTEX,Software—Application
SOND,Lodging
CPA,Airlines
LQR,Beverages—Wineries & Distilleries
CPK,Utilities—Regulated Gas
FAST,Industrial Distribution
ADCT,Biotechnology
JOB,Staffing & Employment Services
MOFG,Banks—Regional
AGBA,Asset Management
ANSC,Shell Companies
UG,Household & Personal Products
GPRO,Consumer Electronics
PRTG,Biotechnology
KRNY,Banks—Regional
MYND,Education & Training Services
CXAI,Software—Application
LMT,Aerospace & Defense
HGAS,Specialty Chemicals
RCRT,Staffing & Employment Services
KDP,Beverages—Non-Alcoholic
BAK,Chemicals
C,Banks—Diversified
MOS,Agricultural Inputs
NATH,Restaurants
FRSX,Auto Parts
DC,Gold
VRSK,Consulting Services
GWW,Industrial Distribution
CI,Healthcare Plans
VLCN,Auto Manufacturers
EOLS,Drug Manufacturers—Specialty & Generic
ENSV,Oil & Gas Equipment & Services
ARHS,Home Improvement Retail
HCKT,Information Technology Services
NAVI,Credit Services
BCRX,Biotechnology
RY,Banks—Diversified
EBS,Drug Manufacturers—Specialty & Generic
EPD,Oil & Gas Midstream
AGO,Insurance—Specialty
IDYA,Biotechnology
RDHL,Drug Manufacturers—Specialty & Generic
JAKK,Leisure
AGAE,Entertainment
AMEH,Unknown
LMAT,Medical Instruments & Supplies
CTRA,Oil & Gas E&P
RVPH,Biotechnology
CDP,REIT—Office
NEOV,Electrical Equipment & Parts
TEX,Farm & Heavy Construction Machinery
IMO,Oil & Gas Integrated
AUVI,"Furnishings, Fixtures & Appliances"
SQSP,Software—Infrastructure
PDEX,Medical Instruments & Supplies
TIVC,Medical Devices
PENN,Resorts & Casinos
MEDP,Diagnostics & Research
YEXT,Software—Infrastructure
FSK,Asset Management
INBK,Banks—Regional
ATSG,Airlines
LNTH,Drug Manufacturers—Specialty & Generic
WT,Asset Management
SXTC,Drug Manufacturers—Specialty & Generic
BLBX,Software—Application
XPER,Software—Application
LICN,Specialty Business Services
PG,Household & Personal Products
PAYX,Staffing & Employment Services
DNTH,Biotechnology
BHE,Electronic Components
CCBG,Banks—Regional
LSBK,Banks—Regional
CBRG,Shell Companies
RITM,REIT—Mortgage
HOMB,Banks—Regional
MDB,Software—Infrastructure
UA,Apparel Manufacturing
SNOA,Drug Manufacturers—Specialty & Generic
MRDB,Software—Infrastructure
HESM,Oil & Gas Midstream
LXEO,Biotechnology
SIBN,Medical Devices
NMRK,Real Estate Services
STBX,Internet Content & Information
FERG,Industrial Distribution
WFC,Banks—Diversified
ADVM,Biotechnology
LOW,Home Improvement Retail
MACK,Biotechnology
COP,Oil & Gas E&P
ARC,Specialty Business Services
SWAV,Medical Devices
BSGM,Medical Devices
SEPA,Shell Companies
SISI,Farm Products
ZEUS,Steel
RNAC,Biotechnology
ELME,REIT—Residential
DRS,Aerospace & Defense
ADUS,Medical Care Facilities
ZBRA,Communication Equipment
CLX,Household & Personal Products
GOGO,Telecom Services
NBBK,Banks—Regional
TTMI,Electronic Components
ADSE,Electrical Equipment & Parts
CPSH,Electronic Components
CNA,Insurance—Property & Casualty
EDTK,Education & Training Services
RXST,Medical Devices
CDTX,Biotechnology
TCBS,Banks—Regional
SANW,Farm Products
EXK,Other Precious Metals & Mining
TISI,Specialty Business Services
AWK,Utilities—Regulated Water
TMDX,Medical Devices
TLS,Software—Infrastructure
SFM,Grocery Stores
HELE,Household & Personal Products
DLO,Software—Infrastructure
THG,Insurance—Property & Casualty
DPZ,Restaurants
SUN,Oil & Gas Refining & Marketing
GNS,Education & Training Services
PSMT,Discount Stores
MPTI,Electronic Components
GORO,Gold
ISSC,Aerospace & Defense
RNAZ,Biotechnology
AVDX,Software—Infrastructure
BRKL,Banks—Regional
VTSI,Software—Application
RVSN,Railroads
ENLC,Oil & Gas Midstream
LI,Auto Manufacturers
AZTR,Biotechnology
OGI,Drug Manufacturers—Specialty & Generic
NMR,Capital Markets
WSC,Rental & Leasing Services
SMG,Agricultural Inputs
SAR,Asset Management
RGS,Personal Services
ALUR,Medical Devices
LATG,Shell Companies
CNP,Utilities—Regulated Electric
CUBE,REIT—Industrial
AACT,Shell Companies
AMK,Asset Management
MEOH,Chemicals
CSGP,Real Estate Services
BRK.B,Unknown
PLYM,REIT—Industrial
PLTN,Shell Companies
FEAM,Specialty Chemicals
RMTI,Drug Manufacturers—Specialty & Generic
SHAK,Restaurants
UONEK,Broadcasting
AFRI,Farm Products
IPSC,Biotechnology
PTWO,Shell Companies
LXRX,Biotechnology
DQ,Semiconductor Equipment & Materials
PHVS,Biotechnology
LABP,Biotechnology
CASH,Banks—Regional
ATEC,Medical Devices
FOLD,Biotechnology
TGT,Discount Stores
EOSE,Electrical Equipment & Parts
LIFE,Biotechnology
AEZS,Biotechnology
CNTY,Resorts & Casinos
BWB,Banks—Regional
UL,Household & Personal Products
ABSI,Biotechnology
BSM,Oil & Gas E&P
RSG,Waste Management
SWIM,Building Products & Equipment
VECO,Semiconductor Equipment & Materials
SNT,Security & Protection Services
NDLS,Restaurants
IREN,Capital Markets
SE,Internet Retail
DLPN,Advertising Agencies
MOVE,Medical Devices
AREB,Footwear & Accessories
BBWI,Specialty Retail
BFIN,Banks—Regional
CPOP,Entertainment
HWC,Banks—Regional
MGIH,Packaging & Containers
CTO,REIT—Diversified
TRT,Semiconductor Equipment & Materials
PNTG,Medical Care Facilities
GMAB,Biotechnology
PIXY,Staffing & Employment Services
BIVI,Biotechnology
OMER,Biotechnology
EXPR,Unknown
KIDS,Medical Devices
NS,Unknown
LECO,Tools & Accessories
EA,Electronic Gaming & Multimedia
LBAI,Banks—Regional
HUBS,Software—Application
NVAC,Shell Companies
FTCI,Solar
IMAB,Biotechnology
ELBM,Other Industrial Metals & Mining
PULM,Biotechnology
JL,Apparel Manufacturing
LEN,Residential Construction
ATPC,Packaged Foods
CABO,Telecom Services
AQST,Drug Manufacturers—Specialty & Generic
MIXT,Unknown
KNTE,Unknown
OMQS,Software—Application
CODA,Aerospace & Defense
JMSB,Banks—Regional
PLSE,Medical Instruments & Supplies
INDI,Semiconductor Equipment & Materials
DCBO,Software—Application
RMD,Medical Instruments & Supplies
PARR,Oil & Gas Refining & Marketing
ADT,Security & Protection Services
VLGEA,Grocery Stores
AEM,Gold
INBX,Biotechnology
ERII,Pollution & Treatment Controls
DRVN,Auto & Truck Dealerships
AAOI,Communication Equipment
CMG,Restaurants
VRT,Electrical Equipment & Parts
WMB,Oil & Gas Midstream
CBU,Banks—Regional
DX,REIT—Mortgage
MU,Semiconductors
ALE,Utilities—Diversified
ANL,Biotechnology
TTD,Software—Application
APAM,Asset Management
BCAL,Banks—Regional
RAVE,Restaurants
BKNG,Travel Services
BREA,Entertainment
OBIO,Biotechnology
NOTE,Information Technology Services
LAD,Auto & Truck Dealerships
TPST,Biotechnology
MOLN,Biotechnology
VNOM,Oil & Gas Midstream
DNUT,Grocery Stores
LWLG,Specialty Chemicals
GROM,Internet Content & Information
RDCM,Telecom Services
FORA,Health Information Services
BANR,Banks—Regional
SOPH,Health Information Services
CLNN,Packaged Foods
HSII,Staffing & Employment Services
SHCR,Health Information Services
ZKIN,Steel
IBRX,Biotechnology
ATGE,Education & Training Services
BTAI,Biotechnology
BZH,Residential Construction
J,Engineering & Construction
INST,Software—Application
TTEK,Engineering & Construction
FNWD,Banks—Regional
GALT,Biotechnology
SWBI,Aerospace & Defense
IQV,Diagnostics & Research
SIG,Luxury Goods
AEMD,Medical Devices
SPCB,Security & Protection Services
NABL,Information Technology Services
TRDA,Biotechnology
TACT,Computer Hardware
CHT,Telecom Services
CDIO,Biotechnology
ZYME,Biotechnology
AMAL,Banks—Regional
BHAC,Shell Companies
SITM,Semiconductors
ENVB,Biotechnology
ABCL,Biotechnology
KNF,Building Materials
OPGN,Medical Devices
EPAC,Specialty Industrial Machinery
PRTA,Biotechnology
AZUL,Airlines
JBGS,REIT—Office
LSF,Packaged Foods
AZO,Specialty Retail
PLAB,Semiconductor Equipment & Materials
SCSC,Electronics & Computer Distribution
SDIG,Capital Markets
JSPR,Biotechnology
DO,Oil & Gas Drilling
MLTX,Biotechnology
NERV,Biotechnology
TGAN,Semiconductor Equipment & Materials
PINS,Internet Content & Information
NPAB,Shell Companies
MX,Semiconductors
RRC,Oil & Gas E&P
OCSL,Credit Services
LGHL,Capital Markets
MFH,Capital Markets
NE,Oil & Gas Drilling
CBT,Specialty Chemicals
FHB,Banks—Regional
SBFG,Banks—Regional
FRME,Banks—Regional
ESAB,Metal Fabrication
RCFA,Shell Companies
MLGO,Software—Infrastructure
LAUR,Education & Training Services
OSS,Computer Hardware
CANO,Unknown
SNDA,Medical Care Facilities
CING,Biotechnology
SPPL,Software—Application
CNXC,Information Technology Services
NUTX,Health Information Services
PSTG,Computer Hardware
SCKT,Computer Hardware
INTG,Lodging
SLRC,Asset Management
ARTL,Biotechnology
CDNS,Software—Application
BTTR,Packaged Foods
PCB,Banks—Regional
GDTC,Biotechnology
EWTX,Biotechnology
IPXX,Shell Companies
DTCK,Farm Products
COR,Medical Distribution
BAH,Consulting Services
ELA,Luxury Goods
WEST,Packaged Foods
LGST,Unknown
WAVS,Shell Companies
CRGX,Biotechnology
SDGR,Health Information Services
ETWO,Software—Application
TPG,Asset Management
LNT,Utilities—Regulated Electric
CEG,Utilities—Renewable
PWUP,Shell Companies
EBC,Banks—Regional
NISN,Credit Services
BLBD,Auto Manufacturers
TK,Oil & Gas Midstream
GLW,Electronic Components
NOA,Oil & Gas Equipment & Services
MAQC,Shell Companies
BGSF,Staffing & Employment Services
UMBF,Banks—Regional
OPAL,Utilities—Regulated Gas
SGC,Apparel Manufacturing
CWT,Utilities—Regulated Water
ARIZ,Unknown
WSR,REIT—Retail
PR,Oil & Gas E&P
HOUR,Internet Retail
RENE,Shell Companies
UPS,Integrated Freight & Logistics
GCI,Publishing
NYMT,REIT—Mortgage
AIP,Semiconductors
GNRC,Specialty Industrial Machinery
FRPT,Packaged Foods
KRNT,Specialty Industrial Machinery
TCBC,Banks—Regional
SFWL,Integrated Freight & Logistics
JCSE,Specialty Industrial Machinery
SHIM,Engineering & Construction
HOLO,Electronic Components
FLXS,"Furnishings, Fixtures & Appliances"
HTBK,Banks—Regional
GVA,Engineering & Construction
XIN,Real Estate—Development
YQ,Education & Training Services
AUID,Software—Infrastructure
EVC,Advertising Agencies
ARBK,Capital Markets
RVP,Medical Instruments & Supplies
THM,Gold
RMBI,Banks—Regional
SEE,Packaging & Containers
JEF,Capital Markets
FSLR,Solar
BBUC,Asset Management
SPWH,Specialty Retail
AFMD,Biotechnology
EEIQ,Education & Training Services
MNTS,Aerospace & Defense
AFIB,Medical Devices
VERU,Biotechnology
ALLG,Specialty Retail
EGP,REIT—Industrial
FOSL,Footwear & Accessories
DEC,Oil & Gas E&P
AU,Gold
DBI,Footwear & Accessories
STRT,Auto Parts
ATGL,Software—Infrastructure
RMBS,Semiconductors
VLY,Banks—Regional
WW,Personal Services
CVNA,Auto & Truck Dealerships
IDAI,Software—Application
PSTV,Biotechnology
AY,Utilities—Renewable
PCSA,Biotechnology
JZ,Education & Training Services
EBR,Utilities—Renewable
POAI,Medical Instruments & Supplies
RLYB,Biotechnology
AMWD,"Furnishings, Fixtures & Appliances"
CANF,Biotechnology
ZKH,Internet Retail
OCEA,Biotechnology
OBDE,Unknown
LICY,Waste Management
CAG,Packaged Foods
INOD,Information Technology Services
OPTT,Specialty Industrial Machinery
IVP,Personal Services
FLWS,Specialty Retail
SINT,Medical Devices
BILL,Software—Application
PNRG,Oil & Gas E&P
FNF,Insurance—Specialty
EVBN,Banks—Regional
PWR,Engineering & Construction
RDUS,Steel
BRP,Insurance Brokers
NTCO,Unknown
DUET,Shell Companies
PCYO,Utilities—Regulated Water
JNVR,Software—Infrastructure
SNPS,Software—Infrastructure
MET,Insurance—Life
FIVE,Specialty Retail
FSLY,Software—Application
ACHV,Biotechnology
NARI,Medical Devices
CVX,Oil & Gas Integrated
BE,Electrical Equipment & Parts
FCX,Copper
AMN,Medical Care Facilities
MIR,Specialty Industrial Machinery
MKSI,Scientific & Technical Instruments
IGC,Biotechnology
INVO,Medical Devices
OGEN,Biotechnology
SNDR,Trucking
WDC,Computer Hardware
WFRD,Oil & Gas Equipment & Services
NTGR,Communication Equipment
VINE,Beverages—Wineries & Distilleries
IBP,Residential Construction
CLPS,Information Technology Services
SPG,REIT—Retail
FLS,Specialty Industrial Machinery
PBM,Unknown
UIS,Information Technology Services
MOGU,Internet Retail
CNTB,Biotechnology
ACTG,Business Equipment & Supplies
CSPI,Information Technology Services
ASM,Other Precious Metals & Mining
FAF,Insurance—Specialty
CWH,Auto & Truck Dealerships
TWIN,Specialty Industrial Machinery
VNO,REIT—Office
CSGS,Software—Infrastructure
YORW,Utilities—Regulated Water
TMHC,Residential Construction
HROW,Drug Manufacturers—Specialty & Generic
GNK,Marine Shipping
ENCP,Unknown
DECA,Shell Companies
RMNI,Software—Application
CMTG,REIT—Mortgage
NATL,Software—Application
EM,Personal Services
FRGT,Software—Application
BHIL,Agricultural Inputs
NVRO,Medical Devices
UBS,Banks—Diversified
TMUS,Telecom Services
IART,Medical Devices
CTKB,Medical Devices
ALT,Biotechnology
WF,Banks—Regional
EIX,Utilities—Regulated Electric
BA,Aerospace & Defense
CXW,Security & Protection Services
PLUR,Biotechnology
FOXF,Auto Parts
GLTO,Biotechnology
WILC,Food Distribution
TRIB,Medical Devices
PCVX,Biotechnology
NG,Gold
GLBE,Internet Retail
HMST,Banks—Regional
GTIM,Restaurants
ARQ,Pollution & Treatment Controls
BLD,Engineering & Construction
CMRX,Biotechnology
BBSI,Staffing & Employment Services
EXP,Building Materials
XOS,Farm & Heavy Construction Machinery
BACA,Shell Companies
ETON,Drug Manufacturers—Specialty & Generic
BF.B,Unknown
VXRT,Biotechnology
AVB,REIT—Residential
WNNR,Unknown
ESPR,Drug Manufacturers—Specialty & Generic
IMMX,Biotechnology
LCII,Recreational Vehicles
SES,Auto Parts
BEEP,Infrastructure Operations
CANG,Auto & Truck Dealerships
CLCO,Oil & Gas Midstream
EPC,Household & Personal Products
URG,Uranium
SKE,Other Industrial Metals & Mining
SF,Capital Markets
IVCP,Shell Companies
ROCL,Shell Companies
KTTA,Biotechnology
OM,Medical Devices
WTI,Oil & Gas E&P
ISUN,Solar
TCRT,Biotechnology
DXC,Information Technology Services
IMTE,Electronic Components
PNST,Restaurants
AMPH,Drug Manufacturers—Specialty & Generic
GTAC,Shell Companies
HQY,Health Information Services
BPOP,Banks—Regional
POWI,Semiconductors
WBX,Electronic Components
CERS,Medical Devices
KOS,Oil & Gas E&P
GOOS,Apparel Manufacturing
BWEN,Specialty Industrial Machinery
CHEK,Diagnostics & Research
TM,Auto Manufacturers
DRD,Gold
HLIT,Communication Equipment
AAMC,Mortgage Finance
ROVR,Unknown
WFG,Lumber & Wood Production
ECL,Specialty Chemicals
CNI,Railroads
CL,Household & Personal Products
PAYO,Software—Infrastructure
TIMB,Telecom Services
SRI,Auto Parts
HCVI,Shell Companies
CIO,REIT—Office
LAC,Other Industrial Metals & Mining
SERA,Medical Devices
NVNI,Software—Application
NIC,Banks—Regional
HUMA,Biotechnology
MS,Capital Markets
XPDB,Unknown
DPSI,Software—Application
BBD,Banks—Regional
EGAN,Software—Application
ROL,Personal Services
GDRX,Health Information Services
XFOR,Biotechnology
ERJ,Aerospace & Defense
PHR,Health Information Services
VZLA,Other Industrial Metals & Mining
MRC,Oil & Gas Equipment & Services
SYPR,Auto Parts
FELE,Specialty Industrial Machinery
HWKN,Specialty Chemicals
DLX,Advertising Agencies
CZFS,Banks—Regional
FCNCA,Banks—Regional
GRBK,Residential Construction
AMSWA,Software—Application
THRY,Internet Content & Information
VIVK,Oil & Gas Integrated
POST,Packaged Foods
MTD,Diagnostics & Research
HQI,Staffing & Employment Services
DMAC,Biotechnology
ICLK,Advertising Agencies
ESEA,Marine Shipping
SILK,Medical Devices
WFCF,Software—Application
ANNX,Biotechnology
INFN,Communication Equipment
FRPH,Real Estate Services
HUM,Healthcare Plans
ODFL,Trucking
PRFT,Information Technology Services
PTGX,Biotechnology
ACIW,Software—Infrastructure
ARBB,Information Technology Services
FUSN,Biotechnology
PARAA,Entertainment
TDCX,Specialty Business Services
HKD,Software—Application
CLF,Steel
BSET,"Furnishings, Fixtures & Appliances"
ONB,Banks—Regional
ARMN,Gold
NEXI,Biotechnology
SBGI,Entertainment
HSHP,Marine Shipping
GRNQ,Consulting Services
GMM,Information Technology Services
ECX,Auto Parts
WDS,Oil & Gas E&P
CG,Asset Management
BKSY,Scientific & Technical Instruments
TDG,Aerospace & Defense
ELMD,Medical Devices
DGII,Communication Equipment
PODC,Internet Content & Information
PVH,Apparel Manufacturing
GSBD,Asset Management
TOI,Medical Care Facilities
POWL,Electrical Equipment & Parts
DMYY,Shell Companies
RXO,Trucking
BZUN,Internet Retail
PFTA,Shell Companies
LEV,Farm & Heavy Construction Machinery
SNCR,Software—Infrastructure
CBAY,Unknown
SASR,Banks—Regional
GRTS,Biotechnology
COO,Medical Instruments & Supplies
AN,Auto & Truck Dealerships
IPG,Advertising Agencies
AIRE,Real Estate Services
FCCO,Banks—Regional
IT,Information Technology Services
RKLB,Aerospace & Defense
LIFW,Health Information Services
MDVL,Unknown
PAM,Utilities—Independent Power Producers
LTRN,Biotechnology
IBTX,Banks—Regional
DGICA,Insurance—Property & Casualty
HKIT,Software—Application
MELI,Internet Retail
AKAM,Software—Infrastructure
TBNK,Banks—Regional
HOG,Recreational Vehicles
PHG,Medical Devices
FLGT,Diagnostics & Research
ONTX,Unknown
ALX,REIT—Retail
CCRN,Medical Care Facilities
MAPS,Software—Application
FICV,Unknown
GOOD,REIT—Diversified
MDU,Conglomerates
LAMR,REIT—Specialty
TBLA,Internet Content & Information
ACI,Grocery Stores
CIG,Utilities—Diversified
OBT,Banks—Regional
SOPA,Software—Application
HAIA,Shell Companies
IVCB,Shell Companies
FBK,Banks—Regional
ASLN,Biotechnology
PFLT,Asset Management
MTLS,Software—Application
FF,Specialty Chemicals
VTAK,Medical Devices
DOW,Chemicals
BQ,Specialty Retail
FR,REIT—Industrial
ESBA,REIT—Office
AVDL,Drug Manufacturers—Specialty & Generic
WKEY,Semiconductors
USM,Telecom Services
SNSE,Biotechnology
FI,Information Technology Services
CVEO,Specialty Business Services
FRGE,Software—Application
HLT,Lodging
PMTS,Credit Services
GHC,Education & Training Services
SRG,Real Estate Services
VNDA,Biotechnology
ATIP,Medical Care Facilities
QDRO,Shell Companies
ITRM,Biotechnology
MCAC,Shell Companies
PRVA,Health Information Services
BIO,Medical Devices
M,Department Stores
PMD,Diagnostics & Research
LILM,Aerospace & Defense
PB,Banks—Regional
AAPL,Consumer Electronics
ITCI,Drug Manufacturers—Specialty & Generic
DNOW,Industrial Distribution
ARTW,Farm & Heavy Construction Machinery
SLGL,Biotechnology
ORAN,Telecom Services
CM,Banks—Diversified
FTNT,Software—Infrastructure
AGM.A,Unknown
QRTEB,Internet Retail
RMCO,Asset Management
HCMA,Unknown
AIRS,Medical Care Facilities
ATLX,Other Precious Metals & Mining
AON,Insurance Brokers
ZD,Advertising Agencies
SRFM,Airlines
PKX,Steel
IROH,Shell Companies
MNR,Oil & Gas E&P
WTMA,Shell Companies
CARG,Auto & Truck Dealerships
CBL,REIT—Retail
PIPR,Capital Markets
APRE,Biotechnology
HY,Farm & Heavy Construction Machinery
WY,REIT—Specialty
IMCR,Biotechnology
ADD,Entertainment
CHMG,Banks—Regional
ROSS,Unknown
HUDA,Shell Companies
FANH,Insurance Brokers
FINV,Credit Services
CCK,Packaging & Containers
GRI,Biotechnology
AFL,Insurance—Life
SRZN,Biotechnology
MAA,REIT—Residential
TANH,Household & Personal Products
SHCO,Lodging
INDB,Banks—Regional
BNRG,Utilities—Renewable
RCAC,Unknown
TLGY,Shell Companies
SXTP,Biotechnology
CWAN,Software—Application
VAC,Resorts & Casinos
IHRT,Broadcasting
KRYS,Biotechnology
CURO,Unknown
EXR,REIT—Industrial
PRST,Software—Application
NRT,Oil & Gas E&P
CZR,Resorts & Casinos
BLUE,Biotechnology
WKHS,Auto Manufacturers
MGTX,Biotechnology
BCO,Security & Protection Services
DXPE,Industrial Distribution
MVIS,Scientific & Technical Instruments
SPLP,Conglomerates
HLTH,Health Information Services
GL,Insurance—Life
KLXE,Oil & Gas Equipment & Services
BL,Software—Application
GABC,Banks—Regional
BLX,Banks—Regional
JOAN,Unknown
BHRB,Banks—Regional
DB,Banks—Regional
DWAC,Unknown
BJ,Discount Stores
AMCR,Packaging & Containers
BRZE,Software—Application
MDRR,REIT—Diversified
SSB,Banks—Regional
CNQ,Oil & Gas E&P
MAS,Building Products & Equipment
WAT,Diagnostics & Research
FRAF,Banks—Regional
NXU,Electrical Equipment & Parts
NGL,Oil & Gas Midstream
LGVC,Unknown
VIAV,Communication Equipment
OFS,Asset Management
RSVR,Entertainment
NLY,REIT—Mortgage
BWAQ,Shell Companies
MOR,Biotechnology
HOV,Residential Construction
CSR,REIT—Residential
IBIO,Biotechnology
WTW,Insurance Brokers
ONYX,Shell Companies
BBDC,Asset Management
HRYU,Internet Content & Information
TRX,Gold
NXPL,Software—Application
ALK,Airlines
EQT,Oil & Gas E&P
VSH,Semiconductors
CVII,Shell Companies
OXUS,Unknown
WGO,Recreational Vehicles
SMTI,Medical Instruments & Supplies
CASY,Specialty Retail
FBLG,Biotechnology
NRXS,Biotechnology
EAT,Restaurants
IPWR,Electrical Equipment & Parts
VMEO,Software—Application
SDOT,Farm Products
RRGB,Restaurants
OR,Gold
PBFS,Banks—Regional
AAN,Rental & Leasing Services
GT,Auto Parts
MTW,Farm & Heavy Construction Machinery
CLWT,Pollution & Treatment Controls
AIMD,Medical Devices
EPM,Oil & Gas E&P
TRVI,Biotechnology
BBU,Conglomerates
BLDE,Airports & Air Services
OSK,Farm & Heavy Construction Machinery
TTEC,Information Technology Services
HLI,Capital Markets
COGT,Biotechnology
DSAQ,Shell Companies
MFIN,Credit Services
ATLC,Credit Services
REZI,Industrial Distribution
KHC,Packaged Foods
DBD,Software—Application
GWH,Electrical Equipment & Parts
JJSF,Packaged Foods
